0,100,0.115703308222028
0.01,99.9,0.130708697930778
0.02,98.1,0.144743339409011
0.03,98.8,0.159870225621581
0.04,99.5,0.174981374229748
0.05,98.8,0.18666333291166
0.06,98.4,0.198420202798926
0.07,98.3,0.206903204482476
0.08,99.3,0.218410759439865
0.09,98.7,0.225682370323301
0.1,99.3,0.235314449484977
0.11,98,0.243648424527056
0.12,93.4,0.248648213883541
0.13,96.7,0.255886949615166
0.14,98.2,0.2650198472911
0.15,98.7,0.272971883747263
0.16,97.7,0.281074161022819
0.17,97.4,0.284432419590259
0.18,98.3,0.291406183116604
0.19,97.5,0.295426853373184
0.2,97.2,0.301466426579773
0.21,97.6,0.309117335601866
0.22,96.6,0.31105955589697
0.23,97.2,0.316574674395332
0.24,97.1,0.319053335306105
0.25,96.4,0.32340336562685
0.26,98.1,0.328007791468137
0.27,96.1,0.331235790033641
0.28,96.2,0.334516995653565
0.29,97.8,0.337940655781566
0.3,97,0.340373401719519
0.31,93.6,0.341675606490033
0.32,97.1,0.345173938721001
0.33,97.5,0.347834074776145
0.34,96.5,0.351377133974186
0.35,96.3,0.353198323316006
0.36,96.5,0.354054192814045
0.37,96,0.356657158804359
0.38,98.1,0.359585406493964
0.39,95.6,0.359945312369384
0.4,97,0.361171667292789
0.41,98.3,0.363099122640568
0.42,97.9,0.363752825290888
0.43,95.7,0.365005829288178
0.44,97.7,0.366427547112195
0.45,97.5,0.366538662787981
0.46,95.9,0.367437862033911
0.47,95.7,0.367780573181814
0.48,97.4,0.368103436643155
0.49,96.6,0.368209930146615
0.5,95.7,0.368305576614616
0.51,96.9,0.368235407264269
0.52,97.6,0.368151955624708
0.53,97.2,0.368508859370326
0.54,94.9,0.366659009431411
0.55,97.5,0.366791549614419
0.56,97.7,0.366082374889638
0.57,95.7,0.364503458846902
0.58,98,0.364109136569206
0.59,97.4,0.36262982932059
0.6,96.1,0.362091129547125
0.61,95.9,0.358895416283108
0.62,98.2,0.358646118139524
0.63,96.8,0.356740629645726
0.64,96.2,0.354900182193402
0.65,95.5,0.351636641640549
0.66,96.9,0.350267868408544
0.67,96.1,0.347108770660344
0.68,96.5,0.345514465705068
0.69,93.7,0.343736169184628
0.7,98.6,0.338882062321779
0.71,97.8,0.338146091873759
0.72,96.8,0.334582940644973
0.73,95.9,0.331473442067731
0.74,98.1,0.32721460350054
0.75,97.3,0.323712003961911
0.76,96.4,0.319858538980127
0.77,96.7,0.315861048864481
0.78,97.4,0.310794035417062
0.79,97.6,0.304384729643896
0.8,97.7,0.299587359775734
0.81,96.8,0.297359751704394
0.82,96.1,0.290014651781682
0.83,97.2,0.284584015973552
0.84,97.6,0.278485138552887
0.85,98.3,0.270131234742924
0.86,96.1,0.265081105014328
0.87,97.4,0.257582719109131
0.88,95.8,0.249791077483539
0.89,98,0.244674162798422
0.9,99.2,0.235653163641367
0.91,98.4,0.22848593617271
0.92,99.4,0.216453081190505
0.93,98.2,0.207216307346696
0.94,99,0.195452000908275
0.95,98.1,0.183602855806739
0.96,99.2,0.174499440959065
0.97,99,0.159903876408849
0.98,97.9,0.147436015584592
0.99,99.9,0.130723089124907
1,100,0.115703308222028
